北京威卡威汽车零部件股份有限公司,AA 展望:稳定,联合信用评级有限公司,北京中环投资管理有限公司(持股30.4%),机动车零配件与设备,公众企业,5/10,产业,-,,汽车零部件,-,-,-,-,-
中飞租融资租赁有限公司,AA+ 展望:稳定,中诚信国际信用评级有限责任公司,中国飞机租赁有限公司(持股100%),综合支持服务,中央国有企业,5/10,产业,股东背景良好，业务稳定发展。不过规模不大。,,租赁,飞机租赁行业，起步晚、内外部条件不完善，我国飞机租赁业与发达国家相比还存在较大差距。国内民用航空租赁业务竞争日益激烈。过去几年高速发展，且未来发展空间巨大。,公司是香港上市公司中飞控股的全资子公司，光大控股通过全资子公司持有中飞控股32.3%股份，为中飞控股的长期第一大股东。股东背景较强，实力较为雄厚。,公司主要从事民用航空的飞机租赁业务，业务板块细分为直接租赁、售后回租、旧飞机处置业务板块和增值服务等。公司主要收入来源为飞机的经营性租赁业务，承租人按季向出租人支付租金。公司通过中飞租赁境外的购机平台购买机位或二手飞机，将飞机资产注入设立于天津保税区的75家SPV平台子公司，每家SPV公司单独对应一架飞机，负责飞机的租赁、租金的收取以及定期与不定期核实飞机资产的状况。目前共管理和出租飞机58架。客户主要是国航、东航、南航等大中型国有航空公司，履约能力较强，但客户集中度较高。在国内租赁公司中实力较强，目前总体租赁规模在国内靠前，但市场竞争较为激烈。,截止2019年3月末，总资产283亿，债务203亿。18年ebitda20亿，继续保持稳定。主要依靠银行融资，融资渠道较为集中。公司存量债券仅6.7亿。母公司中飞控股在香港上市，直接融资渠道较通畅。,民营航空租赁行业整体竞争风险
威海国有资产经营(集团)有限公司,AA 展望:稳定,中诚信证券评估有限公司,威海市人民政府国有资产监督管理委员会(持股100%),综合类行业,地方国有企业,5/10,产业,-,,,-,-,-,-,-
烟台打捞局,AA 展望:稳定,大公国际资信评估有限公司,交通运输部救助打捞局(持股100%),海港与服务,中央国有企业,5/10,产业,建议按AA估值曲线定价，并结合资金面。,,航空运输,我国打捞行业具有较强的区域垄断性，主要包括上海打捞局、广州打捞局和烟台打捞局。,交通部下属国家三大打捞局之一，在北方海域有区域垄断地位,主营业务包括海洋工程、船舶修造，拖航及港口作业、救助打捞以及其他业务。 收入和盈利主要来自于海洋工程业务。客户包括中海油、中石化、中石油及海外大型石油公司。 公司救助打捞业务分为公益性项目及经营性项目，公益性项目获得相关部门的资金补偿。,公司海洋工程业务盈利随着收费率下降逐渐下滑，且离退休人员经费负担很重，严重侵蚀了盈利能力，导致净利润持续亏损；且公司有持续的船舶建造和基础设施建设投资性支出，债务负担逐渐加重。公司账面现金很少，对短期债务覆盖度很低，好在背景较强，银行等融资渠道较为通畅，基本为信用类借款。,期间费用控制情况；政府补贴和政策支持情况；
山东太阳纸业股份有限公司,AA+ 展望:稳定,上海新世纪资信评估投资服务有限公司,山东太阳控股集团有限公司(持股47.64%),纸制品,民营企业,5/10,产业,-,,造纸,-,-,-,-,-
北京市华远集团有限公司,AA 展望:稳定,中诚信国际信用评级有限责任公司,北京市西城区人民政府国有资产监督管理委员会(持股100%),房地产开发,地方国有企业,5/10,产业,-,,房地产开发,-,-,-,-,-
云南铜业(集团)有限公司,AA+ 展望:稳定,中诚信国际信用评级有限责任公司,中国铜业有限公司(持股58%),金属非金属,中央国有企业,5/10,产业,中铝旗下铜板块运营主体，拥有一定的铜资源储备。,,,有色行业具有较强的周期性和外部性，价格波动对企业盈利影响较大。,控股股东中国铝业，为其铜板块运营主体。,2017年公司保有铜资源储量877.23万吨，位居国内同行前列，另拥有锌铅钛等资源，资源储备较好，阴极铜产能61万吨，整体产业链较为完备，但电解铜及铜加工业务毛利率较薄，整体盈利能力偏弱。,有息债务规模较大，以短期债务为主，流动性压力较大，在建工程规模较大，尚需投入接近100亿资金，存在资本支出压力，后续转固后产能运转情况亦值得关注。,铜价波动，短期债务周转，在建工程
浙江省旅游集团有限责任公司,AA+ 展望:稳定,上海新世纪资信评估投资服务有限公司,浙江省人民政府国有资产监督管理委员会(持股100%),酒店、度假村与豪华游轮,地方国有企业,5/10,产业,国资背景区域型旅游相关产业，负债率逐年上升，盈利弱，整体资质一般,,旅游综合,随着我国居民生活水平的逐步提高，旅游业务未来仍面临较好的发展前景。旅行社行业竞争激烈，盈利能力不强。,浙江省国资委100%持股企业，非上市公司，外部融资能力一般。,公司是浙江省省属大型国有旅游集团，收入主要来源于旅游服务业务、酒店业务、医疗健康和旅游交通。公司下属子公司省中旅集团是浙江省最大的旅行社集团，在省内拥有较高的市场占有率，近年公司旅游服务业收入和毛利率总体波动不大。由于竞争激烈，公司旅游服务业盈利能力不强，今年毛利率均不超过9%。公司酒店业务盈利能力强，近年随着竞争的加剧经营压力增大。医疗健康业务系新增业务，目前尚在整合期，盈利能力不强。,公司主业盈利能力不强，近年盈利水平和经营净现金流对有息债务的覆盖倍数一般，目前债务规模适中，持有的部分上市公司股份及土地和房地产等资产能为公司债务偿付提供一定保障。,新增医疗健康业务后续的整合发展；参股房地产开发业务在目前严格的房地产调控政策下的去化压力。
新疆金融投资有限公司,AA+ 展望:稳定,上海新世纪资信评估投资服务有限公司,新疆维吾尔自治区国有资产监督管理委员会(持股100%),多领域控股,地方国有企业,5/10,产业,公司为新疆自治区政府全资国资经营平台，主营业务经营能力偏弱，但公司参股股权投资收益总体稳定，此外公司财务风险总体可控，整体而言资质一般。,,综合,行业多元化经营；新疆经济和财政实力一般；纺织行业周期性较强且市场竞争激烈，在原材料成本波动和要素成本上升背景下行业经营压力增大；有色行业属周期性行业，经济低迷期，有色行业经营承压。,新疆自治区国资委全资企业，获得外部支持可能性高。,公司是新疆自治区重要的国资经营平台，主营有色、纺织、房地产和股权投资业务；有色板块方面，公司具有一定的有色矿山资源（具有铜、锌、金、银等有色资源），但行业景气度低迷，该板块毛利率下降明显；纺织板块业务规模小且毛利率极低；公司地产板块主要位于北京和新疆部分区域，但项目于棚户区改造和保障房建设为主，盈利能力弱；公司整体经营能力弱。但公司持有部分上市公司股权（包括申万宏源、新疆众合等）和参股部分金融企业，能获得较为稳定的投资收益。,公司财务杠杆偏高，刚性负债结构尚可，考虑股东背景和资产质量情况总体财务风险可控。,有色纺织板块经营风险；
北京海国鑫泰投资控股中心,AAA 展望:稳定,中诚信国际信用评级有限责任公司,北京市海淀区国有资本经营管理中心(持股100%),多领域控股,地方国有企业,5/10,产业,公司主营地产和环保业务，其中环保业务主要是下属子公司三聚环保，经营情况比较一般，资金占用规模很大，但是股东背景良好，总体资质比较一般；近期市场关注度较高，有晋身网红债的趋势。,,综合,能源化工、房地产、金融等，其中能源化工行业发展前景较好，房地产目前面临较大政策压力。,公司实际控制人为海淀区国资委，能够获得一定的外部支持；旗下上市公司三聚环保被媒体负面。,公司主要收入来源分别为能源化工和房地产板块；其中，能源化工板块主要由上市公司三聚环保运营，三聚环保业务存有一定问题，是很多机构规避企业。公司地产业务主要位于北京、天津、三亚等，业务有一定持续性。公司金融板块收入规模比较小，主要持有部分金融机构股权，还涉及互联网金融服务。,公司2019年3月末资产负债率为70%，资金被三聚环保大规模占用，应收账款风险很大；期末刚性债务达927元；尽管公司近年收入大幅增长，但整体偿债指标一般。需要关注母公司刚性负债压力且现金流吃紧。,三聚环保业务的真实性，与民营往来款、房地产业务的融资状况、划入债权处置、偿债压力。
